LAST SEEN   TYPE      REASON                   OBJECT                                   MESSAGE
5m37s       Warning   FailedScheduling         pod/rabbitmq-79d58d7457-jfjnj            0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m28s       Warning   FailedScheduling         pod/asset-service-c744d6667-j8sjr        0/5 nodes are available: 2 Too many pods, 2 node(s) had untolerated taint(s), 3 Insufficient cpu. no new claims to deallocate, preemption: 0/5 nodes are available: 2 Preemption is not helpful for scheduling, 3 No preemption victims found for incoming pod.
5m26s       Warning   FailedScheduling         pod/asset-service-c744d6667-j8sjr        0/5 nodes are available: 2 Insufficient cpu, 2 Too many pods, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 Preemption is not helpful for scheduling, 3 No preemption victims found for incoming pod.
5m25s       Warning   FailedScheduling         pod/asset-service-c744d6667-j8sjr        0/5 nodes are available: 2 Insufficient cpu, 2 Too many pods, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 Preemption is not helpful for scheduling, 3 No preemption victims found for incoming pod.
5m1s        Normal    Scheduled                pod/asset-service-c744d6667-j8sjr        Successfully assigned energy/asset-service-c744d6667-j8sjr to <REDACTED_NODE>
5m42s       Warning   FailedScheduling         pod/rabbitmq-79d58d7457-jfjnj            0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m47s       Warning   FailedScheduling         pod/rabbitmq-79d58d7457-jfjnj            0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/rabbitmq-79d58d7457-jfjnj            0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
11m         Warning   FailedScheduling         pod/rabbitmq-79d58d7457-jfjnj            0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
5m47s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-kkksl      0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
11m         Warning   FailedScheduling         pod/asset-service-c744d6667-r58f9        0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/asset-service-c744d6667-r58f9        0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m29s       Normal    Scheduled                pod/ops-console-558566cf95-nsqsc         Successfully assigned energy/ops-console-558566cf95-nsqsc to <REDACTED_NODE>
5m47s       Warning   FailedScheduling         pod/asset-service-c744d6667-r58f9        0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
5m42s       Warning   FailedScheduling         pod/asset-service-c744d6667-r58f9        0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m37s       Warning   FailedScheduling         pod/asset-service-c744d6667-r58f9        0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m34s       Warning   FailedScheduling         pod/asset-service-c744d6667-r58f9        0/4 nodes are available: 1 Too many pods, 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m30s       Warning   FailedScheduling         pod/asset-service-c744d6667-r58f9        0/5 nodes are available: 1 Too many pods, 2 Insufficient cpu, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m29s       Normal    Scheduled                pod/asset-service-c744d6667-r58f9        Successfully assigned energy/asset-service-c744d6667-r58f9 to <REDACTED_NODE>
5m28s       Normal    Preempted                pod/asset-service-c744d6667-r58f9        Preempted by pod <REDACTED_UUID> on node <REDACTED_NODE>
5m30s       Warning   FailedScheduling         pod/ops-console-558566cf95-nsqsc         0/5 nodes are available: 1 Too many pods, 2 Insufficient cpu, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m34s       Warning   FailedScheduling         pod/ops-console-558566cf95-nsqsc         0/4 nodes are available: 1 Too many pods, 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m37s       Warning   FailedScheduling         pod/ops-console-558566cf95-nsqsc         0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m42s       Warning   FailedScheduling         pod/ops-console-558566cf95-nsqsc         0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m47s       Warning   FailedScheduling         pod/ops-console-558566cf95-nsqsc         0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/ops-console-558566cf95-nsqsc         0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
11m         Warning   FailedScheduling         pod/ops-console-558566cf95-nsqsc         0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
5m37s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-54qr6      0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m28s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-7f87d    0/5 nodes are available: 2 Too many pods, 2 node(s) had untolerated taint(s), 3 Insufficient cpu. no new claims to deallocate, preemption: 0/5 nodes are available: 2 Preemption is not helpful for scheduling, 3 No preemption victims found for incoming pod.
5m26s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-7f87d    0/5 nodes are available: 2 Insufficient cpu, 2 Too many pods, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 Preemption is not helpful for scheduling, 3 No preemption victims found for incoming pod.
5m25s       Normal    Scheduled                pod/dispatch-service-5589cf949c-7f87d    Successfully assigned energy/dispatch-service-5589cf949c-7f87d to <REDACTED_NODE>
5m29s       Normal    Scheduled                pod/mongodb-d948b8585-8hh27              Successfully assigned energy/mongodb-d948b8585-8hh27 to <REDACTED_NODE>
5m30s       Warning   FailedScheduling         pod/mongodb-d948b8585-8hh27              0/5 nodes are available: 1 Too many pods, 2 Insufficient cpu, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m34s       Warning   FailedScheduling         pod/mongodb-d948b8585-8hh27              0/4 nodes are available: 1 Too many pods, 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m37s       Warning   FailedScheduling         pod/mongodb-d948b8585-8hh27              0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m42s       Warning   FailedScheduling         pod/mongodb-d948b8585-8hh27              0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m47s       Warning   FailedScheduling         pod/mongodb-d948b8585-8hh27              0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/mongodb-d948b8585-8hh27              0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
11m         Warning   FailedScheduling         pod/mongodb-d948b8585-8hh27              0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
11m         Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-kkksl      0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
5m42s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-kkksl      0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
11m         Warning   FailedScheduling         pod/dispatch-service-5589cf949c-bv2h5    0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/dispatch-service-5589cf949c-bv2h5    0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m29s       Normal    Scheduled                pod/meter-service-5b8f45f67f-r84s4       Successfully assigned energy/meter-service-5b8f45f67f-r84s4 to <REDACTED_NODE>
5m47s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-bv2h5    0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-kkksl      0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m37s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-bv2h5    0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m34s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-bv2h5    0/4 nodes are available: 1 Too many pods, 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m30s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-bv2h5    0/5 nodes are available: 1 Too many pods, 2 Insufficient cpu, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m29s       Normal    Scheduled                pod/dispatch-service-5589cf949c-bv2h5    Successfully assigned energy/dispatch-service-5589cf949c-bv2h5 to <REDACTED_NODE>
5m28s       Normal    Preempted                pod/dispatch-service-5589cf949c-bv2h5    Preempted by pod <REDACTED_UUID> on node <REDACTED_NODE>
11m         Warning   FailedScheduling         pod/asset-service-c744d6667-9qkj7        0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
5m34s       Warning   FailedScheduling         pod/meter-service-5b8f45f67f-r84s4       0/4 nodes are available: 1 Too many pods, 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m37s       Warning   FailedScheduling         pod/meter-service-5b8f45f67f-r84s4       0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m42s       Warning   FailedScheduling         pod/meter-service-5b8f45f67f-r84s4       0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m47s       Warning   FailedScheduling         pod/meter-service-5b8f45f67f-r84s4       0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/meter-service-5b8f45f67f-r84s4       0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
11m         Warning   FailedScheduling         pod/meter-service-5b8f45f67f-r84s4       0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
5m28s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-nm6l9    0/5 nodes are available: 2 Too many pods, 2 node(s) had untolerated taint(s), 3 Insufficient cpu. no new claims to deallocate, preemption: 0/5 nodes are available: 2 Preemption is not helpful for scheduling, 3 No preemption victims found for incoming pod.
5m26s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-nm6l9    0/5 nodes are available: 2 Insufficient cpu, 2 Too many pods, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 Preemption is not helpful for scheduling, 3 No preemption victims found for incoming pod.
5m25s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-nm6l9    0/5 nodes are available: 2 Insufficient cpu, 2 Too many pods, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 Preemption is not helpful for scheduling, 3 No preemption victims found for incoming pod.
5m1s        Normal    Scheduled                pod/dispatch-service-5589cf949c-nm6l9    Successfully assigned energy/dispatch-service-5589cf949c-nm6l9 to <REDACTED_NODE>
5m37s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-kkksl      0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m29s       Normal    Scheduled                pod/meter-service-5b8f45f67f-plx9h       Successfully assigned energy/meter-service-5b8f45f67f-plx9h to <REDACTED_NODE>
5m30s       Warning   FailedScheduling         pod/meter-service-5b8f45f67f-plx9h       0/5 nodes are available: 1 Too many pods, 2 Insufficient cpu, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m34s       Warning   FailedScheduling         pod/meter-service-5b8f45f67f-plx9h       0/4 nodes are available: 1 Too many pods, 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m37s       Warning   FailedScheduling         pod/meter-service-5b8f45f67f-plx9h       0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m42s       Warning   FailedScheduling         pod/meter-service-5b8f45f67f-plx9h       0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m47s       Warning   FailedScheduling         pod/meter-service-5b8f45f67f-plx9h       0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
11m         Warning   FailedScheduling         pod/dispatch-service-5589cf949c-ttm4k    0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/dispatch-service-5589cf949c-ttm4k    0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
10m         Warning   FailedScheduling         pod/meter-service-5b8f45f67f-plx9h       0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m47s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-ttm4k    0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
5m42s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-ttm4k    0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m37s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-ttm4k    0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m34s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-ttm4k    0/4 nodes are available: 1 Too many pods, 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m30s       Warning   FailedScheduling         pod/dispatch-service-5589cf949c-ttm4k    0/5 nodes are available: 1 Too many pods, 2 Insufficient cpu, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m29s       Normal    Scheduled                pod/dispatch-service-5589cf949c-ttm4k    Successfully assigned energy/dispatch-service-5589cf949c-ttm4k to <REDACTED_NODE>
5m28s       Normal    Preempted                pod/dispatch-service-5589cf949c-ttm4k    Preempted by pod <REDACTED_UUID> on node <REDACTED_NODE>
11m         Warning   FailedScheduling         pod/meter-service-5b8f45f67f-plx9h       0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
5m34s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-kkksl      0/4 nodes are available: 1 Too many pods, 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m29s       Normal    Scheduled                pod/load-simulator-57fc84dfdf-fv5td      Successfully assigned energy/load-simulator-57fc84dfdf-fv5td to <REDACTED_NODE>
5m30s       Warning   FailedScheduling         pod/load-simulator-57fc84dfdf-fv5td      0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m34s       Warning   FailedScheduling         pod/load-simulator-57fc84dfdf-fv5td      0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m37s       Warning   FailedScheduling         pod/load-simulator-57fc84dfdf-fv5td      0/4 nodes are available: 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m42s       Warning   FailedScheduling         pod/load-simulator-57fc84dfdf-fv5td      0/4 nodes are available: 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m47s       Warning   FailedScheduling         pod/load-simulator-57fc84dfdf-fv5td      0/2 nodes are available: 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/load-simulator-57fc84dfdf-fv5td      0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m30s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-kkksl      0/5 nodes are available: 1 Too many pods, 2 Insufficient cpu, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
11m         Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-54qr6      0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
10m         Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-54qr6      0/1 nodes are available: 1 Insufficient cpu, 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
